Amar_DN100023_c0_g1	Pele_DN144895_c2_g1
Pele_DN371589_c0_g1	Pdum_DN4273_c0_g1
Pele_DN371707_c0_g1	Pdum_DN11296_c0_g1
Pele_DN371719_c0_g1	Amar_DN57929_c0_g2
Pele_DN371751_c0_g1	Pdum_DN343_c0_g1
Pele_DN371751_c0_g1	Pdum_DN343_c0_g1
Pele_DN371832_c0_g1	Pdum_DN157300_c0_g1
Pele_DN371837_c0_g1	Pdum_DN10371_c0_g1
Pele_DN371876_c0_g1	Pdum_DN3371_c0_g1
Pele_DN371944_c0_g1	Pdum_DN58962_c0_g1
Pele_DN371995_c0_g1	Amar_DN44350_c0_g1
Pele_DN372006_c0_g1	Pdum_DN406_c0_g1
Pele_DN372006_c0_g1	Pdum_DN406_c0_g1
Pele_DN372023_c0_g1	Amar_DN59313_c0_g1
Pele_DN372035_c0_g1	Pdum_DN1830_c1_g1
Pele_DN372035_c0_g1	Pdum_DN1830_c1_g1
Pele_DN372035_c0_g1	Pdum_DN1830_c1_g1
Pele_DN372038_c0_g1	Amar_DN67067_c0_g1
Pele_DN372038_c0_g1	Pdum_DN1792_c0_g1
Pele_DN372038_c0_g1	Pdum_DN1792_c0_g1
Pele_DN372165_c0_g1	Pdum_DN943_c0_g1
Pele_DN372165_c0_g1	Pdum_DN943_c0_g1
Pele_DN372165_c0_g1	Pdum_DN943_c0_g1
Pele_DN372174_c0_g1	Amar_DN48836_c0_g2
Pele_DN372174_c0_g1	Amar_DN48836_c0_g2
Pele_DN372174_c0_g1	Pdum_DN153569_c0_g1
Pele_DN372177_c0_g1	Pdum_DN3486_c0_g1
Pele_DN372179_c0_g1	Amar_DN61587_c1_g2
Pele_DN372179_c0_g1	Amar_DN61587_c1_g2
Pele_DN372284_c0_g1	Amar_DN62408_c0_g3
Pele_DN372284_c0_g1	Amar_DN62408_c0_g3
Pele_DN372371_c0_g1	Pdum_DN1842_c0_g1
Pele_DN372371_c0_g1	Pdum_DN1842_c0_g1
Pele_DN372467_c0_g1	Amar_DN57908_c0_g3
Pele_DN372522_c0_g1	Amar_DN51711_c0_g1
Pele_DN372522_c0_g1	Amar_DN51711_c0_g1
Pele_DN372562_c0_g1	Pdum_DN1812_c0_g1
Pele_DN372562_c0_g1	Pdum_DN1812_c0_g1
Pele_DN372562_c0_g1	Pdum_DN1812_c0_g1
Pele_DN372564_c0_g1	Amar_DN85742_c0_g1
Pele_DN372628_c0_g1	Amar_DN13155_c0_g1
Pele_DN372628_c0_g1	Pdum_DN5813_c0_g1
Pele_DN372628_c0_g1	Pdum_DN5813_c0_g1
Pele_DN372680_c0_g1	Pdum_DN5705_c1_g1
Pele_DN372701_c0_g1	Pdum_DN3583_c0_g1
Pele_DN372740_c0_g1	Pdum_DN865_c0_g1
Pele_DN372754_c0_g1	Amar_DN50002_c0_g1
Pele_DN372754_c0_g1	Amar_DN50002_c0_g1
Pele_DN372792_c0_g1	Pdum_DN240875_c0_g1
Pele_DN372799_c0_g1	Pdum_DN16528_c0_g1
Pele_DN372823_c0_g1	Amar_DN61190_c2_g4
Pele_DN372829_c0_g1	Amar_DN62553_c2_g6
Pele_DN372829_c0_g1	Pdum_DN115493_c0_g1
Pele_DN372877_c0_g1	Amar_DN56079_c4_g10
Pele_DN372878_c0_g1	Amar_DN50224_c0_g1
Pele_DN372878_c0_g1	Amar_DN50224_c0_g1
Pele_DN372917_c0_g1	Amar_DN56344_c0_g2
Pele_DN373010_c0_g2	Amar_DN171285_c0_g1
Pele_DN373019_c0_g1	Amar_DN63620_c11_g17
Pele_DN373019_c0_g1	Amar_DN63620_c11_g17
Pele_DN373037_c0_g1	Amar_DN63566_c6_g2
Pele_DN373056_c0_g1	Amar_DN53990_c0_g1
Pele_DN3731_c0_g1	Amar_DN52338_c0_g1
Pele_DN373184_c0_g1	Amar_DN32799_c0_g1
Pele_DN373210_c0_g1	Amar_DN59635_c0_g1
Pele_DN373210_c0_g1	Amar_DN59635_c0_g1
Pele_DN373212_c0_g1	Amar_DN61436_c3_g6
Pele_DN373231_c0_g1	Pdum_DN1792_c0_g1
Pele_DN373235_c0_g1	Pdum_DN1688_c0_g1
Pele_DN373258_c0_g1	Amar_DN58661_c0_g1
Pele_DN373286_c0_g1	Pdum_DN9228_c0_g1
Pele_DN373366_c0_g1	Amar_DN126568_c0_g1
Pele_DN373455_c0_g1	Amar_DN59777_c0_g2
Pele_DN373455_c0_g1	Amar_DN59777_c0_g2
Pele_DN373455_c0_g1	Amar_DN59777_c0_g2
Pele_DN373473_c0_g1	Pdum_DN7682_c0_g1
Pele_DN373544_c0_g1	Amar_DN58235_c0_g2
Pele_DN373544_c0_g1	Amar_DN58235_c0_g2
Pele_DN373557_c0_g1	Amar_DN63136_c0_g4
Pele_DN373557_c0_g1	Amar_DN63136_c0_g4
Pele_DN373557_c0_g1	Amar_DN63136_c0_g4
Pele_DN373557_c0_g1	Amar_DN63136_c0_g4
Pele_DN373579_c0_g1	Pdum_DN4177_c0_g1
Pele_DN373593_c0_g1	Pdum_DN7358_c0_g1
Pele_DN373595_c0_g1	Amar_DN61238_c0_g1
Pele_DN373633_c0_g1	Pdum_DN172_c0_g1
Pele_DN373633_c0_g1	Pdum_DN172_c0_g1
Pele_DN373667_c0_g1	Amar_DN60578_c0_g1
Pele_DN373667_c0_g1	Amar_DN60578_c0_g1
Pele_DN373667_c0_g1	Amar_DN60578_c0_g1
Pele_DN373713_c0_g1	Amar_DN63325_c0_g7
Pele_DN373713_c0_g1	Amar_DN63325_c0_g7
Pele_DN373741_c0_g1	Pdum_DN6698_c0_g1
Pele_DN373741_c0_g1	Pdum_DN6698_c0_g1
Pele_DN373741_c0_g1	Pdum_DN6698_c0_g1
Pele_DN373754_c0_g1	Amar_DN43537_c0_g1
Pele_DN373754_c0_g1	Amar_DN43537_c0_g1
Pele_DN373754_c0_g1	Pdum_DN215921_c0_g1
Pele_DN373793_c0_g1	Pdum_DN8838_c0_g1
Pele_DN373800_c0_g1	Pdum_DN6437_c0_g1
Pele_DN373800_c0_g1	Pdum_DN6437_c0_g1
Pele_DN373809_c0_g1	Amar_DN55662_c1_g1
Pele_DN373829_c0_g1	Pdum_DN1268_c0_g1
Pele_DN373829_c0_g1	Pdum_DN1268_c0_g1
Pele_DN373932_c0_g1	Amar_DN60790_c0_g13
Pele_DN373932_c0_g1	Amar_DN60790_c0_g13
Pele_DN373932_c0_g1	Amar_DN60790_c0_g13
Pele_DN373932_c0_g1	Amar_DN60790_c0_g13
Pele_DN373932_c0_g1	Amar_DN60790_c0_g13
Pele_DN373932_c0_g1	Amar_DN60790_c0_g13
Pele_DN373936_c0_g1	Amar_DN63140_c3_g5
Pele_DN373936_c0_g1	Amar_DN63140_c3_g5
Pele_DN373936_c0_g1	Amar_DN63140_c3_g5
Pele_DN373974_c0_g1	Amar_DN63552_c5_g1
Pele_DN374043_c0_g1	Amar_DN7381_c1_g1
Pele_DN374043_c0_g1	Pdum_DN254508_c0_g1
Pele_DN374162_c0_g1	Amar_DN61142_c7_g4
Pele_DN374162_c0_g1	Amar_DN61142_c7_g4
Pele_DN374162_c0_g1	Amar_DN61142_c7_g4
Pele_DN374173_c0_g1	Pdum_DN4380_c2_g1
Pele_DN37419_c0_g2	Pdum_DN1843_c0_g1
Pele_DN374281_c0_g1	Pdum_DN3349_c0_g1
Pele_DN374414_c0_g1	Amar_DN46136_c0_g2
Pele_DN374486_c0_g1	Amar_DN43261_c0_g2
Pele_DN374545_c0_g1	Amar_DN60999_c0_g1
Pele_DN374658_c0_g1	Pdum_DN544_c0_g1
Pele_DN374686_c0_g1	Pdum_DN16440_c0_g1
Pele_DN374708_c0_g1	Amar_DN59676_c2_g7
Pele_DN37471_c0_g1	Amar_DN57918_c1_g1
Pele_DN374760_c0_g1	Amar_DN61911_c4_g1
Pele_DN374822_c0_g1	Pdum_DN12419_c0_g1
Pele_DN374822_c0_g1	Pdum_DN12419_c0_g1
Pele_DN374822_c0_g1	Pdum_DN12419_c0_g1
Pele_DN374822_c0_g1	Pdum_DN12419_c0_g1
Pele_DN374822_c0_g1	Pdum_DN12419_c0_g1
Pele_DN374827_c0_g1	Pdum_DN11166_c0_g1
Pele_DN374918_c0_g1	Pdum_DN195675_c0_g1
Pele_DN374928_c0_g1	Amar_DN62615_c2_g2
Pele_DN374928_c0_g1	Amar_DN62615_c2_g2
Pele_DN374928_c0_g1	Amar_DN62615_c2_g2
Pele_DN374994_c0_g1	Amar_DN52980_c0_g1
Pele_DN375025_c0_g1	Pdum_DN30040_c0_g1
Pele_DN375091_c0_g1	Amar_DN52545_c0_g1
Pele_DN375133_c0_g1	Amar_DN56808_c1_g1
Pele_DN375213_c0_g1	Pdum_DN4519_c0_g1
Pele_DN375414_c0_g1	Pdum_DN5933_c0_g1
Pele_DN375414_c0_g1	Pdum_DN5933_c0_g1
Pele_DN375414_c0_g1	Pdum_DN5933_c0_g1
Pele_DN375414_c0_g1	Pdum_DN5933_c0_g1
Pele_DN375422_c0_g1	Amar_DN62609_c2_g1
Pele_DN375435_c0_g1	Pdum_DN7071_c0_g2
Pele_DN375435_c0_g1	Pdum_DN7071_c0_g2
Pele_DN375438_c0_g1	Pdum_DN46510_c0_g1
Pele_DN375446_c0_g1	Pdum_DN4923_c0_g1
Pele_DN375495_c0_g1	Pdum_DN6604_c0_g2
Pele_DN375501_c0_g1	Amar_DN76833_c0_g1
Pele_DN375501_c0_g1	Pdum_DN162882_c0_g1
Pele_DN375517_c0_g1	Amar_DN35989_c0_g1
Pele_DN375519_c0_g1	Amar_DN58083_c0_g4
Pele_DN375522_c0_g1	Pdum_DN218_c0_g1
Pele_DN375562_c0_g1	Amar_DN52592_c0_g1
Pele_DN375590_c0_g1	Pdum_DN5728_c0_g1
Pele_DN375607_c0_g1	Pdum_DN5546_c0_g1
Pele_DN375607_c0_g1	Pdum_DN5546_c0_g1
Pele_DN375607_c0_g1	Pdum_DN5546_c0_g1
Pele_DN375607_c0_g1	Pdum_DN5546_c0_g1
Pele_DN375613_c0_g1	Amar_DN59719_c1_g3
Pele_DN375647_c0_g1	Pdum_DN5785_c0_g1
Pele_DN375647_c0_g1	Pdum_DN5785_c0_g1
Pele_DN375647_c0_g1	Pdum_DN5785_c0_g1
Pele_DN375647_c0_g1	Pdum_DN5785_c0_g1
Pele_DN375720_c0_g1	Pdum_DN4453_c0_g1
Pele_DN375720_c0_g1	Pdum_DN4453_c0_g1
Pele_DN375847_c0_g1	Amar_DN114910_c0_g1
Pele_DN376093_c0_g1	Amar_DN61198_c0_g7
Pele_DN376093_c0_g1	Amar_DN61198_c0_g7
Pele_DN376093_c0_g1	Amar_DN61198_c0_g7
Pele_DN376093_c0_g1	Amar_DN61198_c0_g7
Pele_DN376136_c0_g1	Pdum_DN1028_c0_g1
Pele_DN376136_c0_g1	Pdum_DN1028_c0_g1
Pele_DN376161_c0_g1	Amar_DN54984_c0_g1
Pele_DN376161_c0_g1	Amar_DN54984_c0_g1
Pele_DN376180_c0_g1	Amar_DN58629_c4_g11
Pele_DN376180_c0_g1	Amar_DN58629_c4_g7
Pele_DN376186_c0_g1	Amar_DN60431_c3_g1
Pele_DN376257_c0_g1	Amar_DN137547_c0_g1
Pele_DN376286_c0_g1	Amar_DN54647_c2_g1
Pele_DN376286_c0_g1	Amar_DN54647_c2_g1
Pele_DN376286_c0_g1	Amar_DN54647_c2_g1
Pele_DN376309_c0_g1	Amar_DN61956_c0_g1
Pele_DN376510_c0_g1	Amar_DN56373_c0_g2
Pele_DN376515_c0_g1	Amar_DN62243_c0_g1
Pele_DN376565_c0_g1	Pdum_DN9515_c0_g1
Pele_DN376565_c0_g1	Pdum_DN9515_c0_g1
Pele_DN376565_c0_g1	Pdum_DN9515_c0_g1
Pele_DN376583_c0_g1	Amar_DN161739_c0_g1
Pele_DN376633_c0_g1	Pdum_DN2938_c0_g1
Pele_DN376633_c0_g1	Pdum_DN2938_c0_g1
Pele_DN376734_c0_g1	Amar_DN46409_c0_g1
Pele_DN376829_c0_g1	Amar_DN58613_c1_g1
Pele_DN376829_c0_g1	Amar_DN58613_c1_g1
Pele_DN376832_c0_g1	Pdum_DN1089_c1_g1
Pele_DN376838_c0_g1	Amar_DN60052_c6_g3
Pele_DN376838_c0_g1	Amar_DN60052_c6_g3
Pele_DN376879_c0_g1	Amar_DN76143_c0_g1
Pele_DN376879_c0_g1	Pdum_DN8146_c0_g1
Pele_DN376939_c0_g1	Amar_DN60228_c0_g1
Pele_DN376939_c0_g1	Pdum_DN243984_c0_g1
Pele_DN377036_c0_g1	Amar_DN58163_c1_g1
Pele_DN377036_c0_g1	Amar_DN58163_c1_g1
Pele_DN377101_c0_g1	Amar_DN61429_c1_g1
Pele_DN377101_c0_g1	Amar_DN61429_c1_g1
Pele_DN377101_c0_g1	Amar_DN61429_c1_g1
Pele_DN377101_c0_g1	Amar_DN61429_c1_g1
Pele_DN377137_c0_g1	Amar_DN60956_c2_g2
Pele_DN377137_c0_g1	Amar_DN60956_c2_g2
Pele_DN377157_c0_g1	Amar_DN59946_c0_g1
Pele_DN377243_c0_g1	Pdum_DN3112_c0_g1
Pele_DN377243_c0_g1	Pdum_DN3112_c0_g1
Pele_DN377243_c0_g1	Pdum_DN3112_c0_g1
Pele_DN377243_c0_g1	Pdum_DN3112_c0_g1
Pele_DN377342_c0_g1	Pdum_DN17450_c0_g1
Pele_DN377375_c0_g1	Amar_DN62243_c0_g1
Pele_DN377452_c0_g1	Amar_DN132556_c0_g1
Pele_DN377526_c0_g1	Amar_DN57307_c0_g2
Pele_DN377526_c0_g1	Amar_DN57307_c0_g2
Pele_DN377526_c0_g1	Amar_DN57307_c0_g2
Pele_DN377526_c0_g1	Amar_DN57307_c0_g2
Pele_DN377663_c0_g1	Amar_DN63607_c2_g3
Pele_DN377663_c0_g1	Amar_DN63607_c2_g3
Pele_DN377663_c0_g1	Pdum_DN208195_c0_g1
Pele_DN377713_c0_g1	Pdum_DN5084_c0_g1
Pele_DN377713_c0_g1	Pdum_DN5084_c0_g1
Pele_DN377713_c0_g1	Pdum_DN5084_c0_g1
Pele_DN377713_c0_g1	Pdum_DN5084_c0_g1
Pele_DN377715_c0_g1	Amar_DN60641_c0_g6
Pele_DN377715_c0_g1	Amar_DN60641_c0_g6
Pele_DN377717_c0_g1	Amar_DN61065_c0_g1
Pele_DN377717_c0_g1	Amar_DN61065_c0_g1
Pele_DN377717_c0_g1	Amar_DN61065_c0_g1
Pele_DN377759_c0_g1	Pdum_DN2346_c0_g1
Pele_DN377784_c0_g1	Amar_DN61677_c0_g1
Pele_DN377791_c0_g1	Pdum_DN189_c0_g1
Pele_DN377791_c0_g1	Pdum_DN189_c0_g1
Pele_DN377791_c0_g1	Pdum_DN189_c0_g1
Pele_DN377791_c0_g1	Pdum_DN189_c0_g1
Pele_DN377791_c0_g1	Pdum_DN189_c0_g1
Pele_DN377814_c0_g1	Pdum_DN1614_c0_g1
Pele_DN377814_c0_g1	Pdum_DN1614_c0_g1
Pele_DN377814_c0_g1	Pdum_DN1614_c0_g1
Pele_DN377814_c0_g1	Pdum_DN1614_c0_g1
Pele_DN377824_c0_g1	Amar_DN169888_c0_g1
Pele_DN377835_c0_g1	Pdum_DN11812_c0_g1
Pele_DN377835_c0_g1	Pdum_DN11812_c0_g1
Pele_DN377916_c0_g1	Amar_DN95900_c0_g1
Pele_DN377921_c0_g1	Amar_DN42857_c0_g1
Pele_DN377921_c0_g1	Amar_DN42857_c0_g1
Pele_DN377923_c0_g1	Pdum_DN1499_c1_g1
Pele_DN377923_c0_g1	Pdum_DN1499_c1_g1
Pele_DN377923_c0_g1	Pdum_DN1499_c1_g1
Pele_DN377923_c0_g1	Pdum_DN1499_c1_g1
Pele_DN378049_c0_g1	Amar_DN61475_c1_g1
Pele_DN378049_c0_g1	Amar_DN61475_c1_g1
Pele_DN378110_c0_g1	Amar_DN60973_c0_g8
Pele_DN378110_c0_g1	Amar_DN60973_c0_g8
Pele_DN378110_c0_g1	Amar_DN60973_c0_g8
Pele_DN378110_c0_g1	Amar_DN60973_c0_g8
Pele_DN378176_c0_g1	Amar_DN58566_c0_g6
Pele_DN378176_c0_g1	Amar_DN58566_c0_g6
Pele_DN378183_c0_g1	Pdum_DN551_c0_g1
Pele_DN378183_c0_g1	Pdum_DN551_c0_g1
Pele_DN378183_c0_g1	Pdum_DN551_c0_g1
Pele_DN37846_c0_g1	Pdum_DN74560_c0_g1
Pele_DN37846_c0_g1	Pdum_DN74560_c0_g1
Pele_DN37846_c0_g1	Pdum_DN74560_c0_g1
Pele_DN37846_c0_g1	Pdum_DN74560_c0_g1
Pele_DN378460_c0_g1	Pdum_DN462_c0_g1
Pele_DN378460_c0_g1	Pdum_DN462_c0_g1
Pele_DN378499_c0_g1	Amar_DN56030_c0_g1
Pele_DN378523_c0_g1	Pdum_DN19807_c0_g1
Pele_DN378562_c0_g1	Amar_DN76003_c0_g1
Pele_DN378594_c0_g1	Amar_DN34119_c0_g1
Pele_DN378649_c0_g1	Pdum_DN251072_c0_g1
Pele_DN378661_c0_g1	Amar_DN57510_c3_g3
Pele_DN378661_c0_g1	Amar_DN57510_c3_g3
Pele_DN378683_c0_g1	Pdum_DN2937_c0_g1
Pele_DN378707_c0_g1	Pdum_DN3107_c0_g1
Pele_DN378722_c0_g1	Pdum_DN4110_c0_g1
Pele_DN378728_c0_g1	Pdum_DN97_c0_g1
Pele_DN378728_c0_g1	Pdum_DN97_c0_g1
Pele_DN378728_c0_g1	Pdum_DN97_c0_g1
Pele_DN378764_c0_g1	Amar_DN60787_c1_g2
Pele_DN378765_c0_g1	Pdum_DN209493_c0_g1
Pele_DN378839_c0_g1	Pdum_DN155244_c0_g1
Pele_DN378913_c0_g1	Pdum_DN2681_c0_g1
Pele_DN378913_c0_g1	Pdum_DN2681_c0_g1
Pele_DN378913_c0_g1	Pdum_DN2681_c0_g1
Pele_DN378913_c0_g1	Pdum_DN2681_c0_g1
Pele_DN378913_c0_g1	Pdum_DN2681_c0_g1
Pele_DN378913_c0_g1	Pdum_DN2681_c0_g1
Pele_DN378934_c0_g1	Pdum_DN6243_c0_g2
Pele_DN378974_c0_g1	Amar_DN57866_c3_g12
Pele_DN378974_c0_g1	Amar_DN57866_c3_g12
Pele_DN378974_c0_g1	Amar_DN57866_c3_g12
Pele_DN378974_c0_g1	Amar_DN57866_c3_g12
Pele_DN378974_c0_g1	Amar_DN57866_c3_g12
Pele_DN378974_c0_g1	Pdum_DN151642_c0_g1
Pele_DN378993_c0_g1	Pdum_DN15337_c0_g1
Pele_DN378993_c0_g1	Pdum_DN15337_c0_g1
Pele_DN378993_c0_g1	Pdum_DN15337_c0_g1
Pele_DN379023_c0_g1	Amar_DN52527_c0_g1
Pele_DN379060_c0_g1	Amar_DN59144_c0_g9
Pele_DN379060_c0_g1	Amar_DN59144_c0_g9
Pele_DN379100_c0_g1	Amar_DN62389_c0_g2
Pele_DN379100_c0_g1	Pdum_DN95055_c0_g1
Pele_DN379120_c0_g1	Amar_DN56430_c0_g2
Pele_DN379143_c0_g1	Amar_DN60351_c5_g1
Pele_DN379145_c0_g1	Amar_DN50346_c0_g2
Pele_DN379165_c0_g1	Amar_DN57293_c0_g1
Pele_DN379165_c0_g1	Pdum_DN160730_c0_g1
Pele_DN379171_c0_g1	Amar_DN61878_c2_g2
Pele_DN379193_c0_g1	Amar_DN59258_c1_g1
Pele_DN379193_c0_g1	Amar_DN59258_c1_g1
Pele_DN379217_c0_g1	Amar_DN12766_c0_g1
Pele_DN37922_c0_g1	Pdum_DN132339_c0_g1
Pele_DN379253_c0_g1	Amar_DN56729_c0_g1
Pele_DN379312_c0_g1	Amar_DN151433_c0_g1
Pele_DN379444_c0_g1	Amar_DN48836_c0_g2
Pele_DN379444_c0_g1	Amar_DN48836_c0_g2
Pele_DN379444_c0_g1	Pdum_DN153569_c0_g1
Pele_DN379484_c0_g1	Pdum_DN212904_c0_g1
Pele_DN379494_c0_g1	Amar_DN59837_c1_g2
Pele_DN379536_c0_g1	Pdum_DN19_c0_g1
Pele_DN379620_c0_g1	Pdum_DN262790_c0_g1
Pele_DN379623_c0_g1	Amar_DN62295_c2_g5
Pele_DN379623_c0_g1	Amar_DN62295_c2_g5
Pele_DN379623_c0_g1	Amar_DN62295_c2_g5
Pele_DN379623_c0_g1	Amar_DN62295_c2_g5
Pele_DN379648_c0_g1	Amar_DN60644_c1_g4
Pele_DN379648_c0_g1	Amar_DN60644_c1_g4
Pele_DN379648_c0_g1	Amar_DN60644_c1_g4
Pele_DN379669_c0_g1	Amar_DN61478_c3_g1
Pele_DN379690_c0_g1	Pdum_DN5643_c0_g1
Pele_DN379690_c0_g1	Pdum_DN5643_c0_g1
Pele_DN379723_c0_g1	Amar_DN60405_c0_g1
Pele_DN379723_c0_g1	Amar_DN60405_c0_g1
Pele_DN379723_c0_g1	Amar_DN60405_c0_g1
Pele_DN379753_c0_g1	Amar_DN63192_c0_g1
Pele_DN379753_c0_g1	Amar_DN63192_c0_g1
Pele_DN379753_c0_g1	Amar_DN63192_c0_g1
Pele_DN379760_c0_g1	Pdum_DN3790_c0_g2
Pele_DN379768_c0_g1	Amar_DN53723_c0_g2
Pele_DN379768_c0_g1	Amar_DN53723_c0_g2
Pele_DN379768_c0_g1	Amar_DN53723_c0_g2
Pele_DN379794_c0_g1	Pdum_DN3113_c0_g1
Pele_DN379879_c0_g1	Amar_DN56552_c3_g1
Pele_DN379879_c0_g1	Amar_DN56552_c3_g1
Pele_DN379923_c0_g1	Amar_DN50725_c0_g1
Pele_DN379923_c0_g1	Pdum_DN234221_c0_g1
Pele_DN379930_c0_g1	Pdum_DN2074_c0_g1
Pele_DN37998_c0_g1	Amar_DN62160_c4_g4
Pele_DN380074_c0_g1	Amar_DN59031_c0_g2
Pele_DN380102_c0_g1	Amar_DN58932_c0_g1
Pele_DN380102_c0_g1	Amar_DN58932_c0_g1
Pele_DN380102_c0_g1	Amar_DN58932_c0_g1
Pele_DN380102_c0_g1	Amar_DN58932_c0_g1
Pele_DN380133_c0_g1	Amar_DN54218_c1_g1
Pele_DN380192_c0_g1	Amar_DN148455_c0_g1
Pele_DN380211_c0_g1	Amar_DN58877_c0_g1
Pele_DN380211_c0_g1	Amar_DN58877_c0_g1
Pele_DN380211_c0_g1	Amar_DN58877_c0_g1
Pele_DN38089_c0_g1	Pdum_DN5090_c0_g1
Pele_DN38111_c0_g1	Pdum_DN28085_c0_g1
Pele_DN38112_c0_g1	Pdum_DN7291_c0_g1
Pele_DN38182_c0_g2	Amar_DN106808_c0_g1
Pele_DN38182_c0_g2	Pdum_DN3962_c0_g1
Pele_DN38215_c0_g1	Amar_DN57929_c0_g4
Pele_DN38333_c1_g1	Pdum_DN209003_c0_g1
Pele_DN38664_c0_g1	Amar_DN60170_c3_g7
Pele_DN38792_c0_g1	Amar_DN26299_c0_g1
Pele_DN39158_c0_g1	Amar_DN60297_c0_g1
Pele_DN39158_c0_g1	Amar_DN60297_c0_g1
Pele_DN39158_c0_g1	Amar_DN60297_c0_g1
Pele_DN39158_c0_g1	Amar_DN60297_c0_g1
Pele_DN39408_c0_g1	Amar_DN52271_c0_g1
Pele_DN39408_c0_g1	Pdum_DN196112_c0_g1
Pele_DN39526_c0_g1	Amar_DN87712_c0_g1
Pele_DN39533_c0_g1	Amar_DN53350_c0_g2
Pele_DN39533_c0_g1	Pdum_DN196265_c0_g1
Pele_DN39628_c0_g1	Amar_DN60784_c0_g6
Pele_DN39628_c0_g1	Amar_DN60784_c0_g6
Pele_DN39637_c0_g1	Amar_DN59099_c0_g4
Pele_DN39637_c0_g1	Pdum_DN97780_c0_g1
Pele_DN39715_c0_g1	Amar_DN6267_c0_g2
Pele_DN39756_c0_g1	Amar_DN47084_c0_g1
Pele_DN39817_c0_g1	Pdum_DN2908_c0_g1
Pele_DN39817_c0_g1	Pdum_DN2908_c0_g1
Pele_DN40145_c0_g1	Amar_DN61658_c1_g3
Pele_DN40156_c0_g1	Amar_DN61825_c3_g1
Pele_DN40156_c0_g1	Amar_DN61825_c3_g1
Pele_DN4041_c0_g1	Amar_DN61361_c2_g8
Pele_DN40646_c0_g1	Pdum_DN2283_c0_g1
Pele_DN40707_c0_g2	Pdum_DN551_c0_g1
Pele_DN40707_c0_g2	Pdum_DN551_c0_g1
Pele_DN40802_c0_g1	Pdum_DN9444_c0_g1
Pele_DN40939_c0_g1	Amar_DN49942_c0_g1
Pele_DN41020_c0_g1	Amar_DN17426_c0_g1
Pele_DN41036_c0_g1	Amar_DN756_c0_g2
Pele_DN41054_c0_g1	Amar_DN58980_c0_g1
Pele_DN41054_c0_g1	Amar_DN58980_c0_g1
Pele_DN41054_c0_g1	Amar_DN58980_c0_g1
Pele_DN41130_c0_g1	Amar_DN14461_c0_g1
Pele_DN41130_c0_g1	Pdum_DN38411_c0_g1
Pele_DN41242_c0_g1	Amar_DN57682_c0_g3
Pele_DN41272_c0_g1	Amar_DN51586_c0_g2
Pele_DN41297_c0_g1	Amar_DN25865_c0_g2
Pele_DN41297_c0_g1	Pdum_DN1830_c1_g1
Pele_DN41297_c0_g1	Pdum_DN1830_c1_g1
Pele_DN41297_c0_g1	Pdum_DN1830_c1_g1
Pele_DN41305_c1_g1	Amar_DN92286_c0_g1
Pele_DN41305_c1_g1	Pdum_DN84857_c1_g1
Pele_DN41714_c0_g1	Amar_DN105979_c0_g1
Pele_DN41743_c0_g1	Amar_DN45215_c1_g1
Pele_DN41743_c0_g2	Amar_DN45215_c1_g1
Pele_DN41757_c0_g1	Amar_DN58829_c0_g1
Pele_DN41791_c0_g1	Amar_DN63382_c1_g1
Pele_DN41791_c0_g1	Pdum_DN210626_c0_g1
Pele_DN41974_c0_g1	Amar_DN40890_c0_g1
Pele_DN41978_c0_g1	Amar_DN42857_c0_g1
Pele_DN41978_c1_g1	Amar_DN42857_c0_g1
Pele_DN41978_c1_g1	Amar_DN42857_c0_g1
Pele_DN42024_c0_g1	Pdum_DN163_c1_g1
Pele_DN42024_c0_g1	Pdum_DN163_c1_g1
Pele_DN4208_c0_g1	Pdum_DN166516_c0_g1
Pele_DN42452_c0_g1	Amar_DN36513_c0_g1
Pele_DN4255_c0_g1	Pdum_DN1709_c0_g1
Pele_DN4255_c0_g1	Pdum_DN1709_c0_g1
Pele_DN42667_c0_g1	Pdum_DN167790_c0_g1
Pele_DN42875_c0_g1	Pdum_DN2502_c0_g1
Pele_DN42901_c0_g1	Pdum_DN71942_c0_g1
Pele_DN43064_c0_g1	Amar_DN61750_c0_g1
Pele_DN43064_c0_g1	Amar_DN61750_c0_g1
Pele_DN43064_c0_g1	Amar_DN61750_c0_g1
Pele_DN43064_c0_g1	Amar_DN61750_c0_g1
Pele_DN43064_c0_g1	Amar_DN61750_c0_g1
Pele_DN43064_c0_g1	Amar_DN61750_c0_g1
Pele_DN43064_c0_g1	Amar_DN61750_c0_g1
Pele_DN43064_c0_g1	Amar_DN61750_c0_g1
Pele_DN4311_c0_g1	Pdum_DN5767_c0_g1
Pele_DN43113_c0_g2	Pdum_DN8955_c0_g1
Pele_DN43145_c0_g1	Pdum_DN1692_c0_g1
Pele_DN4315_c0_g1	Pdum_DN263475_c0_g1
Pele_DN43282_c0_g1	Amar_DN62784_c1_g3
Pele_DN43293_c0_g1	Amar_DN62933_c1_g3
Pele_DN43345_c0_g1	Amar_DN34432_c0_g1
Pele_DN43345_c0_g1	Pdum_DN110211_c0_g1
Pele_DN43387_c0_g1	Pdum_DN20003_c0_g1
Pele_DN43403_c0_g1	Amar_DN62042_c0_g1
Pele_DN43403_c0_g1	Amar_DN62042_c0_g1
Pele_DN43540_c0_g2	Amar_DN35903_c0_g1
Pele_DN43637_c0_g1	Amar_DN63573_c17_g9
